Instruction,Input,Response,Metadata
Calculate the monthly revenue for 'sms' feature including item count and revenues.,dim_feature_revenue.sql model,"WITH base AS (
  SELECT
  'sms' AS feature,
  month::date AS month,
  product,
  account_id,
  sms_plan_type AS sub_type,
  sms_sent AS item_count,
  sms_revenue::decimal(10, 2) AS item_revenue,
  plan_revenue::decimal(10, 2) AS plan_revenue,
  activation_revenue::decimal(10, 2) AS activation_revenue
  FROM {{ ref('sms_plans') }}
)","SQL, dbt, Webconnex"
Calculate the monthly revenue for 'email' feature including item count and revenues.,dim_feature_revenue.sql model,"WITH base AS (
  SELECT
  'email' AS feature,
  month::date AS month,
  product,
  account_id,
  'Automation' AS sub_type,
  emails_sent AS item_count,
  emails_sent_rev::decimal(10, 2) AS item_revenue,
  plan_revenue::decimal(10, 2) AS plan_revenue,
  0.00 AS activation_revenue
  FROM {{ ref('email_automation') }}
)","SQL, dbt, Webconnex"
Join the calculated monthly feature revenues with account details and account manager details.,dim_feature_revenue.sql model,"SELECT
  b.*,
  a.name AS account_name,
  am.first_name || ' ' || am.last_name AS account_manager,
  it.industry
FROM base AS b
LEFT JOIN {{ ref('dim_account') }} AS a
  ON b.account_id = a.id
LEFT JOIN {{ ref('dim_account_managers_account') }} AS ama
  ON b.account_id = ama.account_id
LEFT JOIN {{ ref('dim_account_managers') }} AS am
  ON ama.account_manager_id = am.id
LEFT JOIN wbx_data_persistent.industry_tam AS it
  ON a.id = it.account_id;","SQL, dbt, Webconnex"
Calculate the monthly revenue for 'domain' feature including plan revenue.,dim_feature_revenue.sql model,"WITH base AS (
  SELECT
  'domain' AS feature,
  DATE_TRUNC('month', i.date_created)::date AS month,
  b.product,
  b.account_id,
  'Custom' AS sub_type,
  0 AS item_count,
  0::decimal(10, 2) AS item_revenue,
  (SUM(i.total) / 100)::decimal(10, 2) AS plan_revenue,
  0::decimal(10, 2) AS activation_revenue
  FROM {{ ref('dim_billing_item') }} AS i
  INNER JOIN {{ ref('dim_billing') }} AS b
  ON i.billing_id = b.id
  WHERE i.pricing_type = 39
  GROUP BY 1, 2, 3, 4
)","SQL, dbt, Webconnex"
Calculate the monthly revenue for 'sms' feature including item count and revenues.,dim_feature_revenue.sql model,"WITH base AS (
  SELECT
  'sms' AS feature,
  month::date AS month,
  product,
  account_id,
  sms_plan_type AS sub_type,
  sms_sent AS item_count,
  sms_revenue::decimal(10, 2) AS item_revenue,
  plan_revenue::decimal(10, 2) AS plan_revenue,
  activation_revenue::decimal(10, 2) AS activation_revenue
  FROM {{ ref('sms_plans') }}
)","SQL, dbt, Webconnex"
Retrieve the most recent invoice information for each billing ID.,dim_transaction_summary.sql model,"WITH invoice_info AS (
  SELECT *
  FROM (SELECT
  i.id,
  i.billing_id,
  i.package_id,
  i.start_date,
  i.package_name,
  i.end_date,
  DATE_TRUNC('month', i.complete_date) AS invoice_complete_month,
  DATE_TRUNC('month', i.date_created) AS invoice_month,
  ROW_NUMBER() OVER (PARTITION BY b.id ORDER BY i.id DESC) AS rn
  FROM wbx_data_dbt.dim_invoice AS i
  LEFT JOIN wbx_data_dbt.dim_billing AS b
  ON i.billing_id = b.id
  WHERE i.status = 7
  GROUP BY 1, 2, 3, 4, 5, 6, 7, 8, b.id) AS x
  WHERE rn = 1
)","SQL, dbt, Webconnex"
Count the distinct ticket and registrant IDs for each transaction.,dim_transaction_summary.sql model,"WITH item AS (
  SELECT
  transaction_id,
  COUNT(DISTINCT item.ticket_id) AS ticket_count,
  COUNT(DISTINCT item.registrant_id) AS registrant_count
  FROM {{ source('webconnex', 'item') }}
  WHERE COALESCE(item.registrant_id, item.ticket_id) IS NOT NULL
  GROUP BY 1
)","SQL, dbt, Webconnex"
"Join transaction data with account, account manager, form, gateway, billing, invoice, and item details.",dim_transaction_summary.sql model,"SELECT
  a.organization_id,
  a.id AS account_id,
  am.first_name || ' ' || am.last_name AS account_manager,
  f.product,
  i.package_id,
  i.package_name,
  a.name AS account_name,
  g.type AS gateway_type,
  CASE
  WHEN t.date_created < '2023-02-01 00:00:00' THEN NULL
  WHEN g.type IN ('wepay', 'wave') THEN 'wepay'
  WHEN LOWER(g.type) = 'adyen' THEN 'adyen'
  WHEN bi.id IS NOT NULL THEN 'custom'
  ELSE 'free'
  END AS volume_type,
  t.currency,
  t.status,
  t.source_type,
  t.payment_method,
  b.waive_invoices,
  DATE_TRUNC('month', t.date_created)::date AS transaction_month,
  i.invoice_month,
  i.invoice_complete_month,
  MAX(t.date_created) AS last_transaction_date,
  SUM(CASE
  WHEN t.transaction_type = 1 THEN t.amount
  WHEN t.transaction_type = 2 THEN -t.amount
  ELSE 0
  END) AS transaction_amount,
  COUNT(*) AS transaction_count,
  SUM(item.ticket_count) AS ticket_count,
  SUM(item.registrant_count) AS registrant_count
FROM {{ ref('dim_transaction') }} AS t
INNER JOIN {{ ref('dim_account') }} AS a
  ON t.account_id = a.id
LEFT JOIN {{ ref('dim_account_managers_account') }} AS ama
  ON t.account_id = ama.account_id
LEFT JOIN {{ ref('dim_account_managers') }} AS am
  ON ama.account_manager_id = am.id
INNER JOIN {{ ref('dim_form') }} AS f
  ON t.form_id = f.id
INNER JOIN {{ ref('dim_gateway') }} AS g
  ON t.gateway_id = g.id
INNER JOIN {{ ref('dim_billing') }} AS b
  ON f.account_id = b.account_id
  AND f.product = b.product
LEFT JOIN invoice_info AS i
  ON b.id = i.billing_id
  AND t.date_created >= i.start_date AND t.date_created <= i.end_date
LEFT JOIN {{ ref('dim_billing_item') }} AS bi
  ON bi.subject_type = 'transaction'
  AND t.id = bi.subject_id
  AND bi.pricing_type = 4
  AND bi.date_created >= '2023-02-01 00:00:00'
LEFT JOIN item
  ON t.id = item.transaction_id
GROUP BY 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17","SQL, dbt, Webconnex"
Retrieve the most recent invoice information for each billing ID.,dim_transaction_summary.sql model,"WITH invoice_info AS (
  SELECT *
  FROM (SELECT
  i.id,
  i.billing_id,
  i.package_id,
  i.start_date,
  i.package_name,
  i.end_date,
  DATE_TRUNC('month', i.complete_date) AS invoice_complete_month,
  DATE_TRUNC('month', i.date_created) AS invoice_month,
  ROW_NUMBER() OVER (PARTITION BY b.id ORDER BY i.id DESC) AS rn
  FROM wbx_data_dbt.dim_invoice AS i
  LEFT JOIN wbx_data_dbt.dim_billing AS b
  ON i.billing_id = b.id
  WHERE i.status = 7
  GROUP BY 1, 2, 3, 4, 5, 6, 7, 8, b.id) AS x
  WHERE rn = 1
)","SQL, dbt, Webconnex"
Count the distinct ticket and registrant IDs for each transaction.,dim_transaction_summary.sql model,"WITH item AS (
  SELECT
  transaction_id,
  COUNT(DISTINCT item.ticket_id) AS ticket_count,
  COUNT(DISTINCT item.registrant_id) AS registrant_count
  FROM {{ source('webconnex', 'item') }}
  WHERE COALESCE(item.registrant_id, item.ticket_id) IS NOT NULL
  GROUP BY 1
)","SQL, dbt, Webconnex"
"Join transaction data with account, account manager, form, gateway, billing, invoice, and item details.",dim_transaction_summary.sql model,"SELECT
  a.organization_id,
  a.id AS account_id,
  am.first_name || ' ' || am.last_name AS account_manager,
  f.product,
  i.package_id,
  i.package_name,
  a.name AS account_name,
  g.type AS gateway_type,
  CASE
  WHEN t.date_created < '2023-02-01 00:00:00' THEN NULL
  WHEN g.type IN ('wepay', 'wave') THEN 'wepay'
  WHEN LOWER(g.type) = 'adyen' THEN 'adyen'
  WHEN bi.id IS NOT NULL THEN 'custom'
  ELSE 'free'
  END AS volume_type,
  t.currency,
  t.status,
  t.source_type,
  t.payment_method,
  b.waive_invoices,
  DATE_TRUNC('month', t.date_created)::date AS transaction_month,
  i.invoice_month,
  i.invoice_complete_month,
  MAX(t.date_created) AS last_transaction_date,
  SUM(CASE
  WHEN t.transaction_type = 1 THEN t.amount
  WHEN t.transaction_type = 2 THEN -t.amount
  ELSE 0
  END) AS transaction_amount,
  COUNT(*) AS transaction_count,
  SUM(item.ticket_count) AS ticket_count,
  SUM(item.registrant_count) AS registrant_count
FROM {{ ref('dim_transaction') }} AS t
INNER JOIN {{ ref('dim_account') }} AS a
  ON t.account_id = a.id
LEFT JOIN {{ ref('dim_account_managers_account') }} AS ama
  ON t.account_id = ama.account_id
LEFT JOIN {{ ref('dim_account_managers') }} AS am
  ON ama.account_manager_id = am.id
INNER JOIN {{ ref('dim_form') }} AS f
  ON t.form_id = f.id
INNER JOIN {{ ref('dim_gateway') }} AS g
  ON t.gateway_id = g.id
INNER JOIN {{ ref('dim_billing') }} AS b
  ON f.account_id = b.account_id
  AND f.product = b.product
LEFT JOIN invoice_info AS i
  ON b.id = i.billing_id
  AND t.date_created >= i.start_date AND t.date_created <= i.end_date
LEFT JOIN {{ ref('dim_billing_item') }} AS bi
  ON bi.subject_type = 'transaction'
  AND t.id = bi.subject_id
  AND bi.pricing_type = 4
  AND bi.date_created >= '2023-02-01 00:00:00'
LEFT JOIN item
  ON t.id = item.transaction_id
GROUP BY 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17","SQL, dbt, Webconnex"
Retrieve the most recent invoice information for each billing ID.,dim_transaction_summary.sql model,"WITH invoice_info AS (
  SELECT *
  FROM (SELECT
  i.id,
  i.billing_id,
  i.package_id,
  i.start_date,
  i.package_name,
  i.end_date,
  DATE_TRUNC('month', i.complete_date) AS invoice_complete_month,
  DATE_TRUNC('month', i.date_created) AS invoice_month,
  ROW_NUMBER() OVER (PARTITION BY b.id ORDER BY i.id DESC) AS rn
  FROM wbx_data_dbt.dim_invoice AS i
  LEFT JOIN wbx_data_dbt.dim_billing AS b
  ON i.billing_id = b.id
  WHERE i.status = 7
  GROUP BY 1, 2, 3, 4, 5, 6, 7, 8, b.id) AS x
  WHERE rn = 1
)","SQL, dbt, Webconnex"
Count the distinct ticket and registrant IDs for each transaction.,dim_transaction_summary.sql model,"WITH item AS (
  SELECT
  transaction_id,
  COUNT(DISTINCT item.ticket_id) AS ticket_count,
  COUNT(DISTINCT item.registrant_id) AS registrant_count
  FROM {{ source('webconnex', 'item') }}
  WHERE COALESCE(item.registrant_id, item.ticket_id) IS NOT NULL
  GROUP BY 1
)","SQL, dbt, Webconnex"
"Join transaction data with account, account manager, form, gateway, billing, invoice, and item details.",dim_transaction_summary.sql model,"SELECT
  a.organization_id,
  a.id AS account_id,
  am.first_name || ' ' || am.last_name AS account_manager,
  f.product,
  i.package_id,
  i.package_name,
  a.name AS account_name,
  g.type AS gateway_type,
  CASE
  WHEN t.date_created < '2023-02-01 00:00:00' THEN NULL
  WHEN g.type IN ('wepay', 'wave') THEN 'wepay'
  WHEN LOWER(g.type) = 'adyen' THEN 'adyen'
  WHEN bi.id IS NOT NULL THEN 'custom'
  ELSE 'free'
  END AS volume_type,
  t.currency,
  t.status,
  t.source_type,
  t.payment_method,
  b.waive_invoices,
  DATE_TRUNC('month', t.date_created)::date AS transaction_month,
  i.invoice_month,
  i.invoice_complete_month,
  MAX(t.date_created) AS last_transaction_date,
  SUM(CASE
  WHEN t.transaction_type = 1 THEN t.amount
  WHEN t.transaction_type = 2 THEN -t.amount
  ELSE 0
  END) AS transaction_amount,
  COUNT(*) AS transaction_count,
  SUM(item.ticket_count) AS ticket_count,
  SUM(item.registrant_count) AS registrant_count
FROM {{ ref('dim_transaction') }} AS t
INNER JOIN {{ ref('dim_account') }} AS a
  ON t.account_id = a.id
LEFT JOIN {{ ref('dim_account_managers_account') }} AS ama
  ON t.account_id = ama.account_id
LEFT JOIN {{ ref('dim_account_managers') }} AS am
  ON ama.account_manager_id = am.id
INNER JOIN {{ ref('dim_form') }} AS f
  ON t.form_id = f.id
INNER JOIN {{ ref('dim_gateway') }} AS g
  ON t.gateway_id = g.id
INNER JOIN {{ ref('dim_billing') }} AS b
  ON f.account_id = b.account_id
  AND f.product = b.product
LEFT JOIN invoice_info AS i
  ON b.id = i.billing_id
  AND t.date_created >= i.start_date AND t.date_created <= i.end_date
LEFT JOIN {{ ref('dim_billing_item') }} AS bi
  ON bi.subject_type = 'transaction'
  AND t.id = bi.subject_id
  AND bi.pricing_type = 4
  AND bi.date_created >= '2023-02-01 00:00:00'
LEFT JOIN item
  ON t.id = item.transaction_id
GROUP BY 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17","SQL, dbt, Webconnex"
Retrieve the most recent invoice information for each billing ID.,dim_transaction_summary.sql model,"WITH invoice_info AS (
  SELECT *
  FROM (SELECT
  i.id,
  i.billing_id,
  i.package_id,
  i.start_date,
  i.package_name,
  i.end_date,
  DATE_TRUNC('month', i.complete_date) AS invoice_complete_month,
  DATE_TRUNC('month', i.date_created) AS invoice_month,
  ROW_NUMBER() OVER (PARTITION BY b.id ORDER BY i.id DESC) AS rn
  FROM wbx_data_dbt.dim_invoice AS i
  LEFT JOIN wbx_data_dbt.dim_billing AS b
  ON i.billing_id = b.id
  WHERE i.status = 7
  GROUP BY 1, 2, 3, 4, 5, 6, 7, 8, b.id) AS x
  WHERE rn = 1
)","SQL, dbt, Webconnex"
Count the distinct ticket and registrant IDs for each transaction.,dim_transaction_summary.sql model,"WITH item AS (
  SELECT
  transaction_id,
  COUNT(DISTINCT item.ticket_id) AS ticket_count,
  COUNT(DISTINCT item.registrant_id) AS registrant_count
  FROM {{ source('webconnex', 'item') }}
  WHERE COALESCE(item.registrant_id, item.ticket_id) IS NOT NULL
  GROUP BY 1
)","SQL, dbt, Webconnex"
"Join transaction data with account, account manager, form, gateway, billing, invoice, and item details.",dim_transaction_summary.sql model,"SELECT
  a.organization_id,
  a.id AS account_id,
  am.first_name || ' ' || am.last_name AS account_manager,
  f.product,
  i.package_id,
  i.package_name,
  a.name AS account_name,
  g.type AS gateway_type,
  CASE
  WHEN t.date_created < '2023-02-01 00:00:00' THEN NULL
  WHEN g.type IN ('wepay', 'wave') THEN 'wepay'
  WHEN LOWER(g.type) = 'adyen' THEN 'adyen'
  WHEN bi.id IS NOT NULL THEN 'custom'
  ELSE 'free'
  END AS volume_type,
  t.currency,
  t.status,
  t.source_type,
  t.payment_method,
  b.waive_invoices,
  DATE_TRUNC('month', t.date_created)::date AS transaction_month,
  i.invoice_month,
  i.invoice_complete_month,
  MAX(t.date_created) AS last_transaction_date,
  SUM(CASE
  WHEN t.transaction_type = 1 THEN t.amount
  WHEN t.transaction_type = 2 THEN -t.amount
  ELSE 0
  END) AS transaction_amount,
  COUNT(*) AS transaction_count,
  SUM(item.ticket_count) AS ticket_count,
  SUM(item.registrant_count) AS registrant_count
FROM {{ ref('dim_transaction') }} AS t
INNER JOIN {{ ref('dim_account') }} AS a
  ON t.account_id = a.id
LEFT JOIN {{ ref('dim_account_managers_account') }} AS ama
  ON t.account_id = ama.account_id
LEFT JOIN {{ ref('dim_account_managers') }} AS am
  ON ama.account_manager_id = am.id
INNER JOIN {{ ref('dim_form') }} AS f
  ON t.form_id = f.id
INNER JOIN {{ ref('dim_gateway') }} AS g
  ON t.gateway_id = g.id
INNER JOIN {{ ref('dim_billing') }} AS b
  ON f.account_id = b.account_id
  AND f.product = b.product
LEFT JOIN invoice_info AS i
  ON b.id = i.billing_id
  AND t.date_created >= i.start_date AND t.date_created <= i.end_date
LEFT JOIN {{ ref('dim_billing_item') }} AS bi
  ON bi.subject_type = 'transaction'
  AND t.id = bi.subject_id
  AND bi.pricing_type = 4
  AND bi.date_created >= '2023-02-01 00:00:00'
LEFT JOIN item
  ON t.id = item.transaction_id
GROUP BY 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17","SQL, dbt, Webconnex"
Retrieve the most recent invoice information for each billing ID.,dim_transaction_summary.sql model,"WITH invoice_info AS (
  SELECT *
  FROM (SELECT
  i.id,
  i.billing_id,
  i.package_id,
  i.start_date,
  i.package_name,
  i.end_date,
  DATE_TRUNC('month', i.complete_date) AS invoice_complete_month,
  DATE_TRUNC('month', i.date_created) AS invoice_month,
  ROW_NUMBER() OVER (PARTITION BY b.id ORDER BY i.id DESC) AS rn
  FROM wbx_data_dbt.dim_invoice AS i
  LEFT JOIN wbx_data_dbt.dim_billing AS b
  ON i.billing_id = b.id
  WHERE i.status = 7
  GROUP BY 1, 2, 3, 4, 5, 6, 7, 8, b.id) AS x
  WHERE rn = 1
)","SQL, dbt, Webconnex"
Count the distinct ticket and registrant IDs for each transaction.,dim_transaction_summary.sql model,"WITH item AS (
  SELECT
  transaction_id,
  COUNT(DISTINCT item.ticket_id) AS ticket_count,
  COUNT(DISTINCT item.registrant_id) AS registrant_count
  FROM {{ source('webconnex', 'item') }}
  WHERE COALESCE(item.registrant_id, item.ticket_id) IS NOT NULL
  GROUP BY 1
)","SQL, dbt, Webconnex"
"Join transaction data with account, account manager, form, gateway, billing, invoice, and item details.",dim_transaction_summary.sql model,"SELECT
  a.organization_id,
  a.id AS account_id,
  am.first_name || ' ' || am.last_name AS account_manager,
  f.product,
  i.package_id,
  i.package_name,
  a.name AS account_name,
  g.type AS gateway_type,
  CASE
  WHEN t.date_created < '2023-02-01 00:00:00' THEN NULL
  WHEN g.type IN ('wepay', 'wave') THEN 'wepay'
  WHEN LOWER(g.type) = 'adyen' THEN 'adyen'
  WHEN bi.id IS NOT NULL THEN 'custom'
  ELSE 'free'
  END AS volume_type,
  t.currency,
  t.status,
  t.source_type,
  t.payment_method,
  b.waive_invoices,
  DATE_TRUNC('month', t.date_created)::date AS transaction_month,
  i.invoice_month,
  i.invoice_complete_month,
  MAX(t.date_created) AS last_transaction_date,
  SUM(CASE
  WHEN t.transaction_type = 1 THEN t.amount
  WHEN t.transaction_type = 2 THEN -t.amount
  ELSE 0
  END) AS transaction_amount,
  COUNT(*) AS transaction_count,
  SUM(item.ticket_count) AS ticket_count,
  SUM(item.registrant_count) AS registrant_count
FROM {{ ref('dim_transaction') }} AS t
INNER JOIN {{ ref('dim_account') }} AS a
  ON t.account_id = a.id
LEFT JOIN {{ ref('dim_account_managers_account') }} AS ama
  ON t.account_id = ama.account_id
LEFT JOIN {{ ref('dim_account_managers') }} AS am
  ON ama.account_manager_id = am.id
INNER JOIN {{ ref('dim_form') }} AS f
  ON t.form_id = f.id
INNER JOIN {{ ref('dim_gateway') }} AS g
  ON t.gateway_id = g.id
INNER JOIN {{ ref('dim_billing') }} AS b
  ON f.account_id = b.account_id
  AND f.product = b.product
LEFT JOIN invoice_info AS i
  ON b.id = i.billing_id
  AND t.date_created >= i.start_date AND t.date_created <= i.end_date
LEFT JOIN {{ ref('dim_billing_item') }} AS bi
  ON bi.subject_type = 'transaction'
  AND t.id = bi.subject_id
  AND bi.pricing_type = 4
  AND bi.date_created >= '2023-02-01 00:00:00'
LEFT JOIN item
  ON t.id = item.transaction_id
GROUP BY 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17","SQL, dbt, Webconnex"
